#Region, Group, Total Instance Number, Total Sample Number (ms), Total Median (ms), Total Mad (ms), Sigma Time Factor, Selection Interval Min (ms), Selection Interval Max (ms), Selected Instance Number, Selected Instance Proportion (%), Selected Instance Median (ms), Selected Instance Mad (ms)
clubb_driver_mp_run_clubb_,Group_0,7080,16876,1.21693,0.023393,1.5,1.18184,1.25201,4965,70,1.21148,0.015927
