#Region, Group, Total Instance Number, Total Sample Number (ms), Total Median (ms), Total Mad (ms), Sigma Time Factor, Selection Interval Min (ms), Selection Interval Max (ms), Selected Instance Number, Selected Instance Proportion (%), Selected Instance Median (ms), Selected Instance Mad (ms)
clubb_driver_mp_run_clubb_,Group_0,7080,29579,2.08577,0.020738,1.5,2.05466,2.11687,4811,67,2.08088,0.012691
